2025-05-15 23:41,1130.5,1155.0,2.17
2025-05-15 23:43,1130.5,1155.0,2.17
2025-05-15 23:43,1130.5,1155.0,2.17
2025-05-15 23:46,1130.5,1155.0,2.17
2025-05-15 23:46,1130.5,1155.0,2.17
2025-05-15 23:46,1130.5,1155.0,2.17
2025-05-15 23:46,1130.5,1155.0,2.17
2025-05-15 23:48,1130.5,1155.0,2.17
2025-05-15 23:48,1130.5,1155.0,2.17
2025-05-15 23:48,1130.5,1155.0,2.17
2025-05-15 23:48,1130.5,1155.0,2.17
2025-05-15 23:48,1130.5,1155.0,2.17
2025-05-15 23:48,1130.5,1155.0,2.17
2025-05-16 08:55,1130.5,1155.0,2.17
2025-05-16 08:55,1130.5,1155.0,2.17
2025-05-16 08:55,1130.5,1155.0,2.17
2025-05-16 08:55,1130.5,1155.0,2.17
2025-05-16 08:56,1130.5,1155.0,2.17
2025-05-16 08:56,1130.5,1155.0,2.17
2025-05-16 08:56,1130.5,1155.0,2.17
2025-05-16 08:56,1130.5,1155.0,2.17
2025-05-16 08:58,1130.5,1155.0,2.17
2025-05-16 08:58,1130.5,1155.0,2.17
2025-05-16 08:58,1130.5,1155.0,2.17
2025-05-16 08:58,1130.5,1155.0,2.17
2025-05-16 08:58,1130.5,1155.0,2.17
2025-05-16 08:58,1130.5,1155.0,2.17
2025-05-16 08:58,1130.5,1155.0,2.17
2025-05-16 08:58,1130.5,1155.0,2.17
2025-05-16 08:58,1130.5,1155.0,2.17
2025-05-16 08:58,1130.5,1155.0,2.17
2025-05-16 08:58,1130.5,1155.0,2.17
2025-05-16 08:59,1130.5,1155.0,2.17
2025-05-16 08:59,1130.5,1155.0,2.17
2025-05-16 08:59,1130.5,1155.0,2.17
2025-05-16 08:59,1130.5,1155.0,2.17
2025-05-16 08:59,1130.5,1155.0,2.17
2025-05-16 08:59,1130.5,1155.0,2.17
2025-05-16 09:01,1130.5,1155.0,2.17
2025-05-16 09:01,1130.5,1155.0,2.17
2025-05-16 09:01,1130.5,1155.0,2.17
2025-05-16 09:01,1130.5,1155.0,2.17
2025-05-16 09:02,1130.5,1155.0,2.17
2025-05-16 09:02,1130.5,1155.0,2.17
2025-05-16 09:02,1130.5,1155.0,2.17
