2025-05-14 00:06,103691,2642.21
2025-05-14 00:07,103691,2642.21
2025-05-14 00:07,103691,2642.21
2025-05-14 00:11,103674,2641.36
2025-05-14 00:18,103644,2640.47
2025-05-14 00:20,103614,2640.39
2025-05-14 00:21,103614,2640.39
2025-05-14 00:23,103595,2639.74
2025-05-14 00:23,103595,2639.74
2025-05-14 00:30,103568,2637.64
2025-05-14 00:30,103568,2637.64
2025-05-14 00:37,103525,2637.3
2025-05-14 00:38,103530,2637.76
2025-05-14 00:43,103535,2638.13
2025-05-14 00:43,103535,2638.13
2025-05-14 00:43,103535,2638.13
2025-05-14 09:28,104077,2627.33
2025-05-14 09:31,104074,2627.22
2025-05-14 09:36,104070,2627.92
2025-05-14 09:37,104070,2627.92
2025-05-14 09:37,104060,2627.53
2025-05-14 09:38,104060,2627.53
2025-05-14 09:40,104045,2626.2
2025-05-14 09:41,104046,2625.13
2025-05-14 09:41,104046,2625.13
2025-05-14 09:42,104055,2624.59
2025-05-14 09:46,104103,2621.66
2025-05-14 09:47,104103,2621.66
2025-05-14 09:47,104103,2621.66
2025-05-14 09:49,104137,2619.55
2025-05-14 09:51,104133,2619.09
2025-05-14 09:54,104140,2618.71
2025-05-14 09:54,104140,2618.71
2025-05-14 09:55,104140,2618.71
2025-05-14 09:55,104140,2618.71
2025-05-14 09:59,104090,2616.89
2025-05-14 12:36,103352,2583.32
2025-05-14 12:37,103352,2583.32
2025-05-14 12:38,103343,2583.77
2025-05-14 12:40,103380,2585.1
2025-05-14 12:53,103345,2590.67
2025-05-14 12:53,103345,2590.67
2025-05-14 13:00,103406,2592.15
2025-05-14 13:07,103439,2594.67
2025-05-14 13:09,103431,2594.5
2025-05-14 13:09,103431,2594.5
2025-05-14 13:12,103467,2594.34
2025-05-14 13:13,103467,2594.34
2025-05-14 13:13,103467,2594.34
2025-05-14 13:14,103475,2594.29
2025-05-14 13:15,103480,2594.4
2025-05-14 13:17,103519,2594.36
2025-05-14 13:20,103495,2593.05
2025-05-14 13:49,103464,2589.38
2025-05-14 13:51,103430,2588.94
2025-05-14 22:37,103533,2621.43
2025-05-14 22:39,103505,2617.99
2025-05-14 22:39,103505,2617.99
2025-05-14 22:40,103482,2615.01
2025-05-14 22:41,103482,2615.01
2025-05-14 22:44,103462,2610.45
2025-05-14 23:11,103169,2591.64
2025-05-14 23:13,103153,2590.23
2025-05-14 23:16,103153,2586.1
2025-05-14 23:18,103117,2583.47
2025-05-14 23:19,103117,2583.47
2025-05-14 23:21,103106,2583.4
2025-05-14 23:23,103108,2584.59
2025-05-14 23:25,103137,2584.92
2025-05-15 23:20,104195,2574.14
2025-05-15 23:23,104132,2573.04
2025-05-15 23:25,104162,2571.89
2025-05-15 23:43,104288,2572.08
2025-05-15 23:46,104247,2571.27
2025-05-15 23:46,104247,2571.27
2025-05-15 23:46,104247,2571.27
2025-05-15 23:48,104233,2571.08
2025-05-15 23:48,104233,2571.08
2025-05-15 23:48,104233,2571.08
2025-05-15 23:48,104233,2571.08
2025-05-16 08:55,103723,2625.04
2025-05-16 08:55,103723,2625.04
2025-05-16 08:55,103723,2625.04
2025-05-16 08:56,103680,2624.3
2025-05-16 08:56,103680,2624.3
2025-05-16 08:56,103680,2624.3
2025-05-16 08:58,103675,2624.03
2025-05-16 08:58,103675,2624.03
2025-05-16 08:58,103675,2624.03
2025-05-16 08:58,103675,2624.03
2025-05-16 08:58,103675,2624.03
2025-05-16 08:59,103669,2623.54
2025-05-16 08:59,103669,2623.54
2025-05-16 09:01,103671,2623.08
2025-05-16 09:01,103671,2623.08
2025-05-16 09:01,103671,2623.08
